email	household_type	footage	heating_temp	cooling_temp	postal_code	utilities
maquas@plussunin.com	condominium	848	76	69	65299	Electric
marceo@bioplex.com	apartment	755	69	72	42431	Electric,Fuel Oil
maredondo@nam-zim.com	house	204	65	72	33121	
masar@zumgoity.com	apartment	1067	73	72	51342	Gas
mauber@hottechi.com	apartment	590	68	70	14004	
mauffrey@blackzim.com	apartment	1351	74	72	48806	
mauffrey@inity.com	apartment	488	76	73	66858	Electric
mauffrey@kan-code.com	apartment	1011	75	73	02672	Electric
mauffrey@zotware.com	house	1172	72	70	25090	Electric
mbartolet@betatech.com	apartment	475	73	72	46619	
mbatman@doncon.com	house	4618	75		70631	Electric,Gas,Steam
mbenimadho@finhigh.com	house	1497	74	68	90046	Fuel Oil
mbenimadho@green-plus.com	house	2221	68	71	45855	Electric
mbenimadho@stanredtax.com	house	902		73	33672	Fuel Oil
mbennick@lexiqvolax.com	apartment	993	71	75	19058	Fuel Oil
mberganza@green-plus.com	house	139	69	75	56633	
mberray@groovestreet.com	apartment	2056	72		32890	Gas
mbiddy@j-texon.com	condominium	2500	72	72	23890	Electric
mbiddy@rundofase.com	townhome	1620	69	70	33572	Gas
mbiddy@zumgoity.com	condominium	1190	78		77065	Gas
mbilden@donware.com	condominium	2058	71	68	64439	Fuel Oil
mbirkner@inity.com	house	1518	73	74	93110	Electric,Gas
mbirkner@lexiqvolax.com	house	1463	65	73	75016	Fuel Oil
mbirkner@stanredtax.com	townhome	951	71	71	98019	Electric,Gas,Steam
mbitsuie@bioplex.com	apartment	1119	74	73	56093	Gas
mblackwood@mathtouch.com	condominium	1021		72	63588	
mbookamer@finjob.com	apartment	1015	75	70	57070	Electric,Gas
mbourbon@betatech.com	mobile_home	323	76	70	71671	Fuel Oil
mbourbon@statholdings.com	apartment	1410	74	75	25703	Electric,Gas
mbrachle@konex.com	townhome	573	67	76	48891	Electric,Gas
mbriddick@funholding.com	apartment	378	71	73	22650	Electric
mbriddick@ganjaflex.com	condominium	900	72	73	00985	Electric
mbrossart@sonron.com	apartment	53	71		93531	Gas
mbrucato@dambase.com	apartment	1025		76	24280	Electric
mbubash@streethex.com	townhome	615	76		68960	Gas
mbutt@goodsilron.com	apartment	1589	74		45682	
mbutzen@bioplex.com	apartment	1008	72	74	50278	Electric,Gas
mbutzen@lexiqvolax.com	apartment	344			81419	Fuel Oil
mbuvens@streethex.com	apartment	505		69	41831	
mcaiafa@blackzim.com	apartment	1769			87057	Gas
mcaldarera@blackzim.com	apartment	494	65	76	66752	Electric,Gas
mcallaro@domzoom.com	apartment	943	70		94278	Steam
mcampain@rangreen.com	apartment	1508	73	75	68874	Electric,Steam
mcandlish@nam-zim.com	apartment	431	76	73	13071	Electric,Fuel Oil
mcanlas@donquadtech.com	mobile_home	281			86427	Gas
mcanlas@zotware.com	house	1913	73	72	38281	Gas
mcaudy@newex.com	apartment	1309			38826	
mcaudy@xx-zobam.com	house	2411	68	73	55315	Electric,Gas,Steam,Fuel Oil
mchui@betatech.com	apartment	628	70	74	12204	Electric,Fuel Oil
mchui@funholding.com	townhome	1493	76	73	28747	
mchui@isdom.com	condominium	1448	75	72	61202	Gas
mcolla@donware.com	house	124	70	76	04086	Gas
mcomnick@hottechi.com	house	924	64		59640	Fuel Oil
mcorrio@finhigh.com	mobile_home	238	68	71	97625	
mdallen@mathtouch.com	house	889			58311	Electric
mdarakjy@stanredtax.com	apartment	964	75	73	29206	Fuel Oil
mdelasancha@j-texon.com	house	99			61932	Electric,Gas,Fuel Oil
mdelasancha@xx-zobam.com	mobile_home	376	70		22948	
mdenooyer@rantouch.com	townhome	1368	73	71	24102	
mdenooyer@yearin.com	house	1543	76	70	04774	Electric
mdewar@mathtouch.com	mobile_home	51	76	73	49777	Electric,Gas
mdhamer@hottechi.com	townhome	2101	75		80516	Electric
mdhamer@konex.com	house	1818	73	73	33135	Gas
mdhamer@plusstrip.com	apartment	930	76	72	14538	Electric,Gas,Steam,Fuel Oil
mdiestel@ontomedia.com	house	1411	72	73	65302	Electric,Gas
mdinos@blackzim.com	house	908	74	73	91521	
mdinos@plussunin.com	apartment	86		76	37851	Electric,Gas,Steam
mdopico@condax.com	house	1725	71	72	24115	Electric,Fuel Oil
mdubaldi@j-texon.com	house	2184	71	69	78725	Electric
mduenas@betasoloin.com	apartment	830	69		42351	Gas
mduenas@konex.com	house	815	76	73	35202	
meanes@bioplex.com	house	803	75	73	15774	Gas
mehmann@yearin.com	house	129			33587	Gas,Fuel Oil
memard@faxquote.com	house	716	76	69	80420	Electric,Steam
memard@inity.com	condominium	377	75	73	76469	Electric
memigh@blackzim.com	apartment	583	72	72	27711	Electric,Gas
mengelberg@sonron.com	house	2129	77	74	77002	Electric,Gas
mengelberg@zumgoity.com	house	1393	75		73842	Gas
meroman@singletechno.com	house	104	74	71	31520	Electric
meschberger@dalttechnology.com	apartment	1345	69	72	48157	Electric,Gas
mestell@j-texon.com	apartment	1067	75		67485	
mestell@scottech.com	apartment	831			94525	Electric
mfallick@finhigh.com	apartment	434	74		34737	Fuel Oil
mfallick@iselectrics.com	house	824	65	73	61776	Electric
mfeichtner@openlane.com	house	751	72	75	68071	Electric,Gas,Steam
mfeichtner@zathunicon.com	house	1449	69		91381	Gas
mferencz@codehow.com	house	931			20191	
mfern@green-plus.com	apartment	103		70	82703	Electric
mferrario@yearin.com	apartment	916	69	74	30224	Electric
mfillingim@bioplex.com	condominium	608	74	69	56727	
mfillingim@kinnamplus.com	condominium	2465	65		73659	
mfishburne@newex.com	house	728	75	73	42223	Gas
mflosi@streethex.com	apartment	564	75	70	20544	Steam
mfoller@codehow.com	house	1529	76		77704	Electric,Gas
mfoller@dontechi.com	condominium	1628	70		87564	Electric,Gas
mfortino@scottech.com	house	218		71	36916	Gas
mfrancescon@betatech.com	townhome	796	77	75	02029	Electric,Gas
mfrerking@bioplex.com	apartment	1544	73	70	14111	Gas
mfritz@labdrill.com	townhome	1345	73		46543	Electric,Gas,Fuel Oil
mgalam@xx-holding.com	apartment	690	77		64106	Gas,Steam
mgarufi@betasoloin.com	apartment	1023	76		17078	Electric
mgarufi@nam-zim.com	townhome	1427	77		54234	Electric,Steam
mgato@ganjaflex.com	condominium	635	68		71233	Gas
mgesick@donware.com	house	535	76	75	05842	Electric
mgesick@labdrill.com	condominium	1121		73	28203	Electric
mgiguere@zotware.com	condominium	199	73	73	67951	Electric
mgillaspie@j-texon.com	apartment	532	76	71	21014	Electric
mgillaspie@zumgoity.com	mobile_home	38	72	69	32726	Gas
mgillian@sonron.com	apartment	439	75		42054	
mgleich@y-corporation.com	house	925	71	74	43207	Electric,Gas
mglick@stanredtax.com	house	1015	69	68	77841	
mgobern@plussunin.com	apartment	1855	66	71	27854	Electric,Gas,Fuel Oil
mgochal@isdom.com	house	1394	71		68520	
mgoldammer@zoomit.com	apartment	907	73		58461	Steam
mgreenbush@year-job.com	townhome	1063	68	75	24482	Fuel Oil
mgreenbush@zencorporation.com	apartment	405	70	71	57779	
mgudroe@doncon.com	house	2024	75		36901	
mgudroe@zencorporation.com	apartment	563	76		58436	Gas
mhalter@gogozoom.com	condominium	552	68	71	88345	Gas,Steam
mhanafan@hatfan.com	house	1417	76	73	41004	Electric,Gas,Steam,Fuel Oil
mharabedian@finhigh.com	house	1330		74	03257	Electric,Fuel Oil
mharabedian@xx-zobam.com	house	101	73		48707	Electric,Fuel Oil
mharoldson@year-job.com	house	851			90407	Electric
mhauenstein@labdrill.com	mobile_home	464	75	72	19465	Electric,Gas
mheintzman@codehow.com	house	2332	69	71	62721	
mhellickson@konex.com	house	823	74	76	72352	
mhiatt@rantouch.com	house	1759			35085	Electric,Gas
mhidvegi@rundofase.com	apartment	481	68	72	02858	Electric,Fuel Oil
mhidvegi@sumace.com	apartment	115		73	14692	Electric,Fuel Oil
mhirpara@cancity.com	condominium	1484	77	73	03907	Electric
mhixenbaugh@kinnamplus.com	apartment	1023	72	73	54454	Electric,Fuel Oil
mhoa@bioplex.com	apartment	756	67		91380	Electric
mhoneywell@betatech.com	house	563		74	06927	
mhoneywell@sumace.com	townhome	1677	70	72	93429	
mhoogland@betatech.com	apartment	1402	69	72	56742	Gas
mhughey@zencorporation.com	house	1841		72	66040	Electric,Gas
mhusser@doncon.com	house	2036	77	71	77479	Electric
minouye@faxquote.com	condominium	689	68	73	44103	
misenhower@lexiqvolax.com	apartment	903	76	71	83335	Gas,Fuel Oil
miturbide@betasoloin.com	apartment	838	72	73	73113	
mjeanty@betatech.com	condominium	773	64	70	37820	Gas
mjeanty@finjob.com	apartment	1179		72	67026	Electric,Gas,Steam
mjillson@betatech.com	condominium	569	73	71	35216	Fuel Oil
mjulia@fasehatice.com	condominium	1139	70	72	15003	Electric,Steam
mjulia@newex.com	townhome	454		72	24102	
mjulia@warephase.com	house	1510	77	72	40287	
mjuvera@newex.com	condominium	830	74	70	15112	Gas,Fuel Oil
mjuvera@plusstrip.com	townhome	1601	73		23065	Electric,Gas
mkampa@singletechno.com	apartment	872	74		07451	Electric,Gas
mkaniecki@cancity.com	apartment	1323	71	73	78268	
mkarpel@dontechi.com	townhome	1218	77	69	71653	Gas
mkeneipp@betasoloin.com	apartment	679	74		15204	Electric,Gas
mkeneipp@dambase.com	townhome	1114			13093	
mketelsen@isdom.com	mobile_home	234			10185	Electric,Gas
mkines@singletechno.com	townhome	2676		73	56085	Fuel Oil
mkitty@newex.com	townhome	746	76	75	35178	Gas
mklonowski@finhigh.com	apartment	1167	71	71	28458	Gas
mklonowski@finjob.com	apartment	1063	72	70	29103	Fuel Oil
mkohl@domzoom.com	condominium	1421	77	76	32511	Electric
mkohl@zathunicon.com	house	1147	76	74	25247	Fuel Oil
mkolmetz@bioholding.com	apartment	877	68	73	57105	Gas,Fuel Oil
mkoppinger@goodsilron.com	apartment	566	70		15857	Gas,Steam,Fuel Oil
mkoppinger@sonron.com	house	1645		71	57477	Electric
mkorando@finjob.com	townhome	623	75		47925	
mkorando@sonron.com	house	2261	72	72	55741	Electric
mkownacki@isdom.com	house	1378	71		28790	Gas
mkulzer@fasehatice.com	condominium	1762	72		49074	Electric,Gas
mlabreche@donware.com	apartment	407	75		78833	Electric,Gas,Steam,Fuel Oil
mlary@singletechno.com	townhome	1142	72	68	36722	Electric
mlatzke@condax.com	apartment	1221	71	76	73072	
mlatzke@hottechi.com	condominium	632	75	73	02454	Fuel Oil
mlatzke@openlane.com	condominium	4035	69		03570	Electric
mlatzke@zumgoity.com	house	1685		71	90624	
mlawler@ontomedia.com	house	1088	71	71	15547	
mlayous@green-plus.com	apartment	458	73	72	00953	
mleinenbach@donquadtech.com	apartment	1368		72	28373	Fuel Oil
mleto@plusstrip.com	house	1622	74	71	12189	Electric
mlinahan@isdom.com	condominium	1159	67	75	71743	Electric
mlindall@opentech.com	townhome	1300	70	75	51430	
mloder@year-job.com	apartment	995	74		85620	Gas,Fuel Oil
mlother@condax.com	apartment	790			64434	Electric
mlouissant@xx-zobam.com	apartment	830	69	72	73531	Gas
mluczki@rantouch.com	townhome	1409		72	46058	
mlueckenbach@finhigh.com	apartment	672	67	74	41607	Fuel Oil
mlueckenbach@ontomedia.com	townhome	2187	70		72101	Electric
mlungren@silis.com	apartment	337	73		41837	Electric,Gas,Fuel Oil
mmaillard@stanredtax.com	townhome	1573	71	75	47234	
mmaisto@finjob.com	house	1346	69		13478	Electric
mmalet@plussunin.com	house	2430			71660	
mmalvin@betasoloin.com	townhome	2327	71	74	70310	Gas,Steam
mmanno@faxquote.com	house	1287	72	73	97541	Electric
mmanno@nam-zim.com	condominium	1156	72	73	68508	
mmartabano@treequote.com	condominium	77	66	71	24063	
mmauson@yearin.com	house	69	70	73	80644	Electric
mmccullan@j-texon.com	house	2731	72	74	26508	Electric,Steam,Fuel Oil
mmccullan@rantouch.com	apartment	773	71	73	69339	
mmcdoniel@zathunicon.com	house	3343	70	73	63766	Gas
mmclaird@labdrill.com	apartment	1363	74	75	93760	Electric
mmclaird@xx-zobam.com	house	127			59275	Gas,Fuel Oil
mmcnease@nam-zim.com	house	868	73	74	10184	Gas
mmconnell@plussunin.com	house	675	67	71	21556	Electric,Gas,Fuel Oil
mmeisel@openlane.com	townhome	1131	67	73	23441	Electric
mmelnyk@mathtouch.com	condominium	585	74	75	28687	
mmelnyk@scotfind.com	condominium	892	73	73	76121	
mmirafuentes@donware.com	mobile_home	202	74	70	42717	Electric
mmiro@sunnamplex.com	apartment	651		71	84201	Electric
mmiro@yearin.com	house	1709	74	74	08039	Electric
mmodzelewski@plussunin.com	townhome	3129	73		19139	Steam
mmondella@mathtouch.com	apartment	1369	76	75	37397	Electric,Fuel Oil
mmonterrubio@domzoom.com	house	1459	69	72	72663	Gas
mmorasca@dalttechnology.com	apartment	452	68	68	79997	Steam
mmugnolo@yearin.com	townhome	1028	73	73	60646	Electric,Gas
mnayar@goodsilron.com	house	586		76	94306	Electric,Steam
mnicolozakes@nam-zim.com	house	129	76	75	45344	Gas,Fuel Oil
mnunlee@blackzim.com	apartment	96	74	72	74081	Gas
mnunlee@konex.com	condominium	1581	70	72	72083	Gas
mohms@blackzim.com	condominium	1524	72	74	39171	Fuel Oil
mohms@isdom.com	house	1477	74	72	22134	Steam
mostolaza@stanredtax.com	townhome	3493	73	73	07421	Electric,Gas,Steam
mostrosky@betatech.com	apartment	2015	77		32331	Electric,Fuel Oil
mostrosky@toughzap.com	mobile_home	476		72	31327	Steam,Fuel Oil
mpalaia@warephase.com	house	739	71	72	01960	Electric
mpalaspas@ganjaflex.com	condominium	1870			38567	Gas
mpapasergi@mathtouch.com	apartment	1014	73	72	55972	
mpaprocki@bioholding.com	apartment	414	74	72	55404	Electric,Fuel Oil
mpaprocki@hatfan.com	condominium	546	75		67026	Gas
mparvis@hottechi.com	condominium	1363	75		59018	
mpaskin@lexiqvolax.com	townhome	2613	66		28552	Electric,Gas
mpaulas@ontomedia.com	house	605	73	74	65767	Electric
mpedrozo@dambase.com	condominium	120	67		66112	Electric,Steam
mperez@doncon.com	apartment	796	74	73	87801	Gas
mperez@treequote.com	condominium	418	75	74	16554	
mperigo@j-texon.com	house	2579	69	72	43756	Electric
mperruzza@konex.com	house	1304	73	76	12433	Gas
mperruzza@year-job.com	apartment	763	77		34475	Electric,Gas,Fuel Oil
mplumer@ron-tech.com	house	870	73		89826	Gas
mradde@ganjaflex.com	house	1464	74		06040	Electric
mradde@zoomit.com	townhome	273	71	72	50145	Electric
mraymo@faxquote.com	apartment	91	74	72	12807	Gas,Fuel Oil
mrentfro@betatech.com	house	1182			45341	Electric
mrentfro@ron-tech.com	house	2806	65	74	05262	Electric,Gas
mrestrepo@nam-zim.com	house	2566	74	68	81414	Gas
mrhym@betasoloin.com	townhome	884	73	74	64648	Electric,Gas
mrhym@betatech.com	condominium	1062	73	73	12247	Electric,Gas
mrhym@ron-tech.com	townhome	665	76	73	56525	
mrhymes@ganjaflex.com	townhome	1413	70	75	31744	Electric,Gas
mriden@sonron.com	apartment	69	72	74	36033	Electric
mrim@groovestreet.com	apartment	1018	73		94144	Gas,Fuel Oil
mriopelle@stanredtax.com	house	72	74		34168	Electric
mrodeigues@conecom.com	condominium	2695		75	43101	
mrodeigues@xx-holding.com	apartment	818	72	75	44630	Electric
mrowling@rantouch.com	apartment	1170	73	69	98102	Electric,Gas
mrowling@zotware.com	mobile_home	390	70		34207	Gas,Steam
mroyster@dontechi.com	townhome	1035	70	73	22735	Gas
mroyster@silis.com	apartment	682	68	74	75032	Electric,Gas,Fuel Oil
mrulapaugh@rundofase.com	apartment	974	77	71	33322	Electric
mrulapaugh@stanredtax.com	townhome	642	75	71	49055	Electric,Gas
mruta@kan-code.com	townhome	681	67	73	34109	
mruta@kinnamplus.com	apartment	820	67		04681	Fuel Oil
msahagun@domzoom.com	apartment	2079	72		99683	Electric,Gas
msama@betatech.com	house	1193	75	72	70301	Electric,Gas,Fuel Oil
msamu@toughzap.com	house	137	66		12175	Fuel Oil
msarao@lexiqvolax.com	apartment	1093	72	68	26407	
msawchuk@newex.com	apartment	945	75	71	95150	Electric
mschemmer@bioplex.com	townhome	714	77	72	49240	Electric
mschemmer@streethex.com	house	759	71	76	39568	Fuel Oil
mschemmer@zathunicon.com	condominium	965	66	71	24556	
mschirpke@j-texon.com	townhome	591		73	98908	
mschirpke@zathunicon.com	mobile_home	253	74	72	28367	Fuel Oil
mschmaltz@betasoloin.com	house	974		73	43416	Electric,Gas
mschnitzler@opentech.com	condominium	1005	76		77076	Electric,Gas
mschnitzler@ron-tech.com	house	735	69		27960	
mschoeneck@green-plus.com	townhome	60	68		63637	Gas,Fuel Oil
mschoeneck@xx-holding.com	apartment	231	70		49616	Fuel Oil
mseewald@betasoloin.com	apartment	492	72		48049	Electric,Gas,Fuel Oil
mseewald@ron-tech.com	house	992	73	74	58267	
msemidey@labdrill.com	apartment	732		73	51003	Electric
msemidey@y-corporation.com	apartment	396	73	72	56482	Steam
msetter@ganjaflex.com	house	2058	75	70	90241	
mshields@hatfan.com	apartment	1952			32606	Gas,Steam,Fuel Oil
mshinko@hatfan.com	condominium	1925	76		23102	Electric
msilvestrini@zathunicon.com	house	3098	73	72	41517	Gas
mskursky@opentech.com	apartment	649	75	71	46127	Electric,Gas
mskursky@yearin.com	townhome	594	76	75	13302	
mslayton@golddex.com	condominium	1175	74	73	88103	Electric,Steam
mslusarski@donquadtech.com	apartment	3307	69		22412	
msmith@labdrill.com	townhome	2054		74	12903	Gas
msteffensmeier@scottech.com	house	752	75	75	17739	Electric,Gas
mstem@sonron.com	house	1479	68		65776	
mstenseth@betatech.com	house	1217	67		21133	Electric
mstenseth@ontomedia.com	townhome	780	72	74	60921	
mstenseth@plusstrip.com	house	1345	75		84307	
mstockham@zumgoity.com	mobile_home	357	69	72	13401	Electric
mstuer@year-job.com	house	2119		74	24984	
mtagala@cancity.com	house	1792	72	75	74337	Electric
mtagala@nam-zim.com	mobile_home	221	73		60511	Gas
mtawil@conecom.com	house	2128	69	74	61465	Electric
mtawil@funholding.com	apartment	588	76	72	08088	Electric,Gas
mtegarden@hatfan.com	apartment	1188	74	70	14470	Electric
mtegarden@plusstrip.com	townhome	439	68	69	93265	Gas
mtillotson@finjob.com	condominium	1329	75		16910	Electric,Gas
mtimenez@plusstrip.com	apartment	402	76	71	34146	Gas
mtoelkes@donware.com	apartment	696	65	72	45719	Gas
mtoelkes@scotfind.com	apartment	662	64	73	70749	Electric,Gas
mtollner@green-plus.com	house	1086	68	68	69218	
mtollner@scottech.com	mobile_home	193	74	69	61433	Gas
mtomasulo@isdom.com	house	3128	69	70	70543	Electric,Steam
mtoyama@zoomit.com	mobile_home	181			54626	Gas
muyetake@ron-tech.com	townhome	718	75		62618	Gas
mvanausdal@openlane.com	house	701	67		77454	Electric,Gas,Fuel Oil
mvanheusen@hatfan.com	apartment	2090	75	71	32505	
mvarriano@dalttechnology.com	apartment	1010	73		25846	Electric,Gas
mvarriano@labdrill.com	townhome	860	75	69	27113	
mventura@rantouch.com	townhome	1415	71	73	28073	Electric,Gas,Steam
mvillanueva@kan-code.com	house	610	74	75	61847	Steam
mvinning@fasehatice.com	condominium	117	68	72	75960	
mvinning@silis.com	house	1085	72	72	70764	Gas
mvocelka@condax.com	house	706	76	74	38876	Electric
mvonasek@xx-holding.com	condominium	576	65	68	30662	Electric
mwardrip@j-texon.com	townhome	885	76		74152	Fuel Oil
mwaycott@dambase.com	apartment	927	72	73	52501	Gas
mwaycott@plusstrip.com	house	1536	71	73	30557	Gas
mwaymire@zumgoity.com	house	3908		72	37867	
mweglarz@donquadtech.com	apartment	1045	75		29365	
mweirather@yearin.com	townhome	852	76	76	96721	Gas
mwenner@plussunin.com	house	858		69	45469	Electric
mwesterbeck@faxquote.com	house	856	67	74	65722	Electric,Gas,Fuel Oil
mwesterbeck@openlane.com	apartment	389	73	70	68755	Electric,Gas
mwhobrey@doncon.com	house	2439		72	55370	
mwhobrey@rundofase.com	mobile_home	298	76	71	97842	Gas,Fuel Oil
mwhobrey@yearin.com	mobile_home	99	74	73	94560	Gas
mwide@funholding.com	mobile_home	320	75	72	54851	Electric,Gas
mwiklund@condax.com	house	976	71	74	15734	Electric,Gas
mwitten@dambase.com	condominium	712	74		07926	Gas
mwolfgramm@silis.com	townhome	562	76	76	64765	Gas
mwolny@opentech.com	house	1288		73	15921	Gas,Fuel Oil
mwolny@rantouch.com	apartment	486	71	73	68655	
mworlds@doncon.com	house	1434	67	72	12180	
mwrinkles@funholding.com	house	1791	73	73	75603	Gas
myum@dambase.com	apartment	2006	72	73	62351	Electric
myum@silis.com	apartment	1405	71	71	78522	Electric
mzagen@sumace.com	townhome	614	72	72	75410	Gas
mzane@opentech.com	house	599	67		70562	Fuel Oil
mzane@xx-holding.com	mobile_home	177	74	75	08345	Electric,Gas
nacey@betatech.com	apartment	1167	77	73	80633	Electric
nacey@dontechi.com	house	1096	71	75	83826	Electric,Gas
nadkin@zencorporation.com	house	106	75		75651	
nandreason@stanredtax.com	mobile_home	324	68	74	23873	
nankeny@funholding.com	house	1040	70	69	71049	
naredondo@konmatfix.com	apartment	1164	71	73	81012	Electric
nbeech@zencorporation.com	mobile_home	350	71	74	41745	Electric,Gas
nbenimadho@plussunin.com	condominium	3214	68	69	13626	Steam,Fuel Oil
nbennick@groovestreet.com	apartment	1294	75	72	57309	Electric,Fuel Oil
nberganza@y-corporation.com	house	850	76	73	06143	
nbergesen@ron-tech.com	apartment	473	66	75	17580	
nberlanga@kan-code.com	mobile_home	202	74	76	66536	Electric,Gas
nbookamer@rangreen.com	house	1672	75	76	41098	
nboulter@hottechi.com	house	767	72	73	89703	Gas
nbrucato@conecom.com	house	1587	74		63748	Electric,Steam
nbubash@condax.com	apartment	827	75		77874	
ncaiafa@newex.com	townhome	876	76	72	79781	Gas
ncaudy@labdrill.com	apartment	771		74	02362	Gas,Fuel Oil
