household_email	appliance_number	manufacturer_name	model	appliance_type	air_handler_types	eer	energy_source	hspf	seer	energy_source	capacity	temperature	btu
jharoldson@j-texon.com	3	Winbanin Holdings Inc	Upglibonazz	Air Handler	heater		Electric						4941
jharoldson@j-texon.com	4	Endsipazz Corp.		Air Handler	heatpump,heater		Electric	22.8	40.7				5899
jharoldson@j-texon.com	5	Varrobegower Company	Qwizapex	Air Handler	air_conditioner	1.3							5565
jharoldson@j-texon.com	6	Montanilax International Corp.	Klizapedgantor	Water Heater						Electric	19.5	124	3557
jharoldson@statholdings.com	1	Doptanonantor WorldWide	Inrobupor	Air Handler	air_conditioner,heater,heatpump	0.6	Gas	20.7	29.7				3692
jhaufler@y-corporation.com	1	Dopvenonazz WorldWide	Upvenor	Air Handler	heater		Fuel Oil						2544
jhaufler@y-corporation.com	2	Dopmunazz	Winweror	Air Handler	air_conditioner	4.7							2467
jhaufler@y-corporation.com	3	Rehupower WorldWide Inc	Suppebackor	Water Heater						Thermosolar	15.0	97	2396
jhaufler@y-corporation.com	4	Partinedin	Winwerentor	Air Handler	air_conditioner	0.8							2271
jhellickson@y-corporation.com	1	Qwizapaquan Inc	Varpebegower	Air Handler	heater		Gas						14569
jhiatt@kan-code.com	1	Klidudentor Direct	Zeesipar	Air Handler	air_conditioner	1.4							5137
jhiatt@kan-code.com	2	Supnipegistor Direct	Barpebedin	Air Handler	heatpump			23.4	35.6				6208
jhiatt@kan-code.com	3	Zeebanefistor Inc	Barnipedgantor	Air Handler	heatpump			24.2	28.9				5969
jhiatt@rangreen.com	1	Klijubar Holdings	Surjubantor	Air Handler	air_conditioner	14.5							8568
jhiatt@rangreen.com	2	Remunedicator	Lomfropupicator	Water Heater						Gas	14.5	114	9020
jhiatt@rangreen.com	3	Trueregentor Holdings Group	Parweredicator	Air Handler	air_conditioner	2.5							8378
jhidvegi@labdrill.com	1	Varvenower Direct	Surnipex	Air Handler	air_conditioner	3.0							5774
jhidvegi@labdrill.com	2	Cipwerponazz Holdings	Inpickor	Air Handler	heater		Electric						5710
jhidvegi@labdrill.com	3	Klitinilantor WorldWide Inc		Air Handler	heater		Electric						4576
jhidvegi@labdrill.com	4	Varvenower Direct	Frowerpan	Air Handler	heater		Electric						4937
jhidvegi@labdrill.com	5	Incadex	Varvenopor	Air Handler	air_conditioner,heater,heatpump	3.4	Electric	22.6	46.1				7405
jhidvegi@labdrill.com	6	Happebegower	Tiprobopicator	Air Handler	heatpump			20.8	50.3				6005
jhidvegi@labdrill.com	7	Emfropicator International Corp.	Lomtinor	Air Handler	heatpump			16.7	33.0				4919
jhidvegi@toughzap.com	1	Happickicator Direct	Inpebilistor	Air Handler	air_conditioner	6.9							9289
jhoa@fasehatice.com	1	Rerobupex Corp.	Zeeerupex	Air Handler	air_conditioner,heatpump	1.5		22.4	36.9				7939
jhoa@kan-code.com	1	Tupnipopar	Winvenopover	Air Handler	heatpump			21.4	45.9				7846
jhoa@kan-code.com	2	Inweradazz International Company	Untininax	Water Heater						Electric	53.8	117	8391
jhoa@kan-code.com	3	Unpebexower	Thrucadimover	Air Handler	heatpump			15.9	40.4				8850
jhochard@condax.com	1	Lommuniman Inc	Cipkilan	Air Handler	air_conditioner	3.2							9109
jhochard@condax.com	2	Tuppickor	Lommunonazz	Air Handler	heater		Gas						8973
jhochard@condax.com	3	Rerobex	Frojubonex	Air Handler	heatpump			23.7	43.9				11565
jhoffis@rantouch.com	1	Grodimefantor	Zeezapinar	Air Handler	heatpump			29.3	39.8				6265
jhoffis@rantouch.com	2	Thrunipexentor	Dopquestamistor	Air Handler	heatpump,air_conditioner	10.5		21.6	38.6				10209
jhoffis@rantouch.com	3	Varwerilicator	Endtanistor	Air Handler	heater		Gas						5272
jhoopengardner@golddex.com	1	Rapbanollax Holdings Corp.	Parpickefantor	Air Handler	air_conditioner	1.6							6797
jhoopengardner@golddex.com	2	Haprobicator	Endsapor	Air Handler	heatpump			18.1	47.4				7504
jhoopengardner@golddex.com	3	Tiphupex Direct	Rapbanilover	Air Handler	heatpump,heater		Electric	21.7	43.1				11313
jhusser@plexzap.com	1	Recadamentor WorldWide	Fropebonazz	Air Handler	heatpump			26.5	49.3				5891
jhusser@plexzap.com	2	Empebupazz Direct		Air Handler	heatpump			17.9	29.2				6083
jhusser@plexzap.com	3	Tipnipover Direct	Parzaponicator	Air Handler	heater		Gas						5704
jhusser@plexzap.com	4	Klirobentor	Varkilefentor	Air Handler	heatpump			24.0	37.4				5880
jhusser@plexzap.com	5	Parsipicator Company	Rewerin	Air Handler	heater		Electric						4747
jhusser@plexzap.com	6	Supfropefex Holdings Company	Qwicadedicator	Air Handler	heater,air_conditioner	2.7	Gas						6383
jhusser@zumgoity.com	1	Reglibedgower		Air Handler	heatpump			24.5	61.5				4970
jhusser@zumgoity.com	2	Tipnipover Direct	Surrobar	Water Heater						Gas	52.0	143	6738
jhusser@zumgoity.com	3	Doptaninin Holdings Inc	Zeetanedgower	Air Handler	air_conditioner,heatpump	6.5		14.7	24.1				8279
jhusser@zumgoity.com	4	Inglibor International	Surtanopistor	Air Handler	air_conditioner	7.8							6260
jisaacs@domzoom.com	1	Tipzapover International	Dopdudaquin	Air Handler	heater		Electric						10641
jisaacs@domzoom.com	2	Cipvenar Holdings Group	Unwerover	Air Handler	air_conditioner	1.9							9574
jisaacs@domzoom.com	3	Barpebistor WorldWide	Rekilonax	Water Heater						Electric	54.8	106	8650
jisaacs@domzoom.com	4	Klisipor	Parrobommentor	Air Handler	heater		Electric						7967
jisaacs@plussunin.com	1	Surmunamex WorldWide	Winsipexex	Air Handler	heatpump,air_conditioner	2.1		19.3	40.9				5440
jisaacs@plussunin.com	2	Tipzapover International	Qwijubor	Air Handler	air_conditioner	2.0							4678
jisaacs@plussunin.com	3	Empebupazz Direct	Barwerpor	Air Handler	air_conditioner,heater,heatpump	2.5	Gas	18.5	51.7				9645
jjacobos@ganjaflex.com	1	Endbanilentor Direct	Surpebar	Air Handler	heatpump			19.7	57.9				7160
jjacobos@ganjaflex.com	2	Grokilower Direct Group	Qwiglibopan	Air Handler	air_conditioner	4.7							6839
jjacobos@ganjaflex.com	3	Fropebepantor Inc	Unvenefistor	Air Handler	heatpump,air_conditioner	5.6		16.4	48.5				12236
jjacobos@groovestreet.com	1	Surtinazz Inc	Emkilanin	Air Handler	heatpump			25.0	43.9				6102
jjacobos@groovestreet.com	2	Cipbanover WorldWide	Winfropewazz	Air Handler	heater		Fuel Oil						5054
jjacobos@groovestreet.com	3	Tuptumar International	Hapbanan	Water Heater						Electric	16.7	113	5373
jjacobos@treequote.com	1	Hapcadinazz Holdings Inc	Adwerpommar	Air Handler	heater		Gas						12594
jjillson@ontomedia.com	1	Qwiglibover International	Emrobin	Air Handler	air_conditioner,heater	3.7	Gas						13981
jjillson@ontomedia.com	2	Emsipimax Holdings	Hapvenefor	Air Handler	air_conditioner	1.6							6781
jjillson@ontomedia.com	3	Thrududover Direct Company	Rapvenower	Air Handler	heatpump			23.8	47.6				7925
jjillson@ontomedia.com	4	Intinicower		Air Handler	air_conditioner	1.6							7634
jjillson@ontomedia.com	5	Klitumaman Group	Tipquestar	Air Handler	heatpump			26.6	21.8				8236
jjillson@ontomedia.com	6	Varbanaquower Direct Corp.		Air Handler	air_conditioner,heater	8.1	Gas						11108
jjillson@ontomedia.com	7	Haptanepicator Group		Air Handler	heater,air_conditioner	2.6	Electric						14481
jjillson@ontomedia.com	8	Upkilex Holdings	Tipcadax	Air Handler	heatpump			26.6	37.6				5801
jjillson@ontomedia.com	9	Varbanonicator	Dopkilupantor	Air Handler	air_conditioner,heater	6.2	Electric						11187
jjillson@ontomedia.com	10	Dopglibefazz Company		Air Handler	heatpump			22.8	51.3				5850
jjillson@zoomit.com	1	Superistor Corp.	Monvenistor	Water Heater						Electric	63.5	132	7914
jjillson@zoomit.com	2	Undudupar Inc	Grodimower	Air Handler	air_conditioner	4.0							7181
jjillson@zoomit.com	3	Surwerazz International	Endkilin	Water Heater						Thermosolar	56.1		6312
jkalafatis@conecom.com	1	Rapdudackower Holdings Group	Emvenanantor	Air Handler	heatpump			18.7	44.0				8258
jkalafatis@conecom.com	2	Inrobicator Holdings Group	Thrutinegicator	Air Handler	heatpump			21.9	45.3				10152
jkalafatis@conecom.com	3	Qwirobicator Holdings		Air Handler	heatpump			15.4	34.4				8786
jkalafatis@conecom.com	4	Truwerupex International Corp.	Injubefin	Air Handler	air_conditioner	2.2							7095
jkalafatis@rundofase.com	1	Barpickepex International Inc	Klitumentor	Air Handler	heatpump			28.9	39.6				15494
jkalafatis@sunnamplex.com	1	Partumax Direct Group	Thrupebedgower	Air Handler	air_conditioner,heater	1.5	Electric						5597
jkalafatis@sunnamplex.com	2	Adwerponantor Inc	Lommunex	Air Handler	heater		Electric						4861
jkalafatis@sunnamplex.com	3	Surjubar Company	Frovenower	Air Handler	air_conditioner,heatpump	1.6		27.7	47.9				7060
jkaniecki@ron-tech.com	1	Supquestollazz Holdings Corp.	Supwerackentor	Air Handler	heater		Electric						9568
jkaniecki@ron-tech.com	2	Tupfropantor		Air Handler	air_conditioner	2.6							8693
jkaniecki@ron-tech.com	3	Barpebistor WorldWide		Water Heater						Gas	62.5	95	9849
jkaniecki@ron-tech.com	4	Requestonan Direct Corp.		Air Handler	heatpump			17.5	51.9				9781
jkaniecki@ron-tech.com	5	Winquestonin Direct Group	Emfropackazz	Air Handler	heater		Gas						9909
jkaniecki@ron-tech.com	6	Emrobackicator	Unzapicator	Water Heater						Electric	33.0	90	10106
jkarpel@warephase.com	1	Tuppebax International	Zeejubonover	Air Handler	heatpump			23.8	35.7				4090
jkarpel@warephase.com	2	Haphupazz Direct		Air Handler	heatpump			25.2	42.2				5499
jkarpel@warephase.com	3	Endtinan	Dopkilin	Air Handler	heatpump,heater		Gas	20.5	56.7				6901
jkarpin@scottech.com	1	Thrucadedor Direct	Wincadin	Water Heater						Electric	17.3	146	1423
jkarpin@scottech.com	2	Endhupopor International	Suprobax	Air Handler	heater		Gas						2331
jkarpin@scottech.com	3	Endpebedentor Holdings	Winrobover	Air Handler	heatpump			23.5	48.5				1922
jkarpin@scottech.com	4	Sursipackar WorldWide Company	Tupglibollax	Air Handler	heater		Fuel Oil						2162
jkeetch@year-job.com	1	Surzapar WorldWide		Air Handler	heater		Fuel Oil						13059
jkeneipp@funholding.com	1	Ciptinicator Holdings	Varmunentor	Air Handler	heater		Electric						4609
jketelsen@konmatfix.com	1	Upwerpentor WorldWide	Lomdimicin	Air Handler	air_conditioner	6.3							7635
jketelsen@konmatfix.com	2	Lomdimewax Direct	Raphupimistor	Air Handler	air_conditioner	3.4							8048
jketelsen@konmatfix.com	3	Klieregower WorldWide	Grobanopan	Air Handler	air_conditioner	5.6							10956
jketelsen@zotware.com	1	Qwikilexin WorldWide		Air Handler	heater		Gas						4677
jketelsen@zotware.com	2	Parbanewicator Holdings	Cippickor	Air Handler	air_conditioner	6.0							7013
jketelsen@zotware.com	3	Frojubaman Holdings	Partinplar	Air Handler	heater		Electric						5658
jkiel@isdom.com	1	Monsipan Holdings Inc	Truglibantor	Air Handler	air_conditioner	6.2							7832
jkiel@isdom.com	2	Vartanover		Air Handler	heater		Electric						4527
jkiel@isdom.com	3	Monhupefantor WorldWide	Supwerex	Air Handler	heater		Electric						9017
jkippley@dalttechnology.com	1	Frorobex Holdings Group	Inquestexistor	Air Handler	heatpump			15.6	32.7				9163
jkitzman@newex.com	1	Endpickaquower International	Qwitinadantor	Water Heater						Electric	79.1	126	5701
jkitzman@newex.com	2	Thrutinamicator Group	Tupwerpiman	Air Handler	air_conditioner	2.1							8777
jkitzman@newex.com	3	Suptanantor Group	Frobanazz	Air Handler	heatpump			35.9	48.6				5764
jkitzman@plexzap.com	1	Upquestanan Company	Suptinimower	Air Handler	heatpump			20.4	55.2				4199
jkitzman@plexzap.com	2	Qwiwerover WorldWide Company	Surjubanover	Air Handler	heater		Gas						4771
jkitzman@plexzap.com	3	Undudower WorldWide	Surzapover	Air Handler	heater,air_conditioner	1.8	Electric						5781
jklang@blackzim.com	1	Undudower WorldWide		Air Handler	air_conditioner	11.5							29367
jklusman@nam-zim.com	1	Montanaman Holdings		Air Handler	heatpump			25.2	42.4				6041
jklusman@nam-zim.com	2	Emtinicator WorldWide	Zeebanantor	Air Handler	heater,air_conditioner	4.3	Electric						10132
jklusman@nam-zim.com	3	Retanar	Qwipickedgex	Water Heater						Thermosolar	31.4	119	6277
jklusman@nam-zim.com	4	Lomdudex WorldWide	Klibanan	Water Heater						Gas	53.2	115	7020
jklusman@newex.com	1	Bareredgantor Holdings Group		Air Handler	air_conditioner	3.9							8177
jklusman@newex.com	2	Lombanazz	Qwicadower	Air Handler	air_conditioner	2.6							7667
jklusman@newex.com	3	Frofropentor Holdings	Unvenentor	Air Handler	air_conditioner	3.3							6356
jklusman@rantouch.com	1	Emtinistor WorldWide Inc	Upzapommax	Air Handler	heatpump			20.2	32.7				3365
jklusman@rantouch.com	2	Thrukilopor International	Klipickopistor	Air Handler	heatpump,heater		Gas	23.4	56.3				5385
jklusman@rantouch.com	3	Uptanover Holdings Company	Tiprobepar	Water Heater						Electric	18.9	102	3389
jklusman@rantouch.com	4	Tiptinar Inc	Cipjubamin	Air Handler	air_conditioner	3.2							3680
jkownacki@donquadtech.com	1	Emglibistor WorldWide Group	Raptumicor	Air Handler	heater		Electric						5271
jkownacki@donquadtech.com	2	Bareredgantor Holdings Group		Water Heater						Gas	17.7	91	8343
jkownacki@donquadtech.com	3	Endcadan	Thrufropex	Air Handler	air_conditioner,heatpump	3.1		24.6	42.4				7722
jkownacki@donquadtech.com	4	Qwicadegazz Holdings Group	Suptumupan	Water Heater						Gas	19.1	152	5254
jkownacki@statholdings.com	1	Indimplover Inc	Emtumantor	Air Handler	heatpump			18.9	34.8				19659
jkulzer@silis.com	1	Barsipegistor Company	Partinedgicator	Water Heater						Thermosolar	77.8	109	12433
jkusko@kan-code.com	1	Zeejubomman	Barsipimentor	Air Handler	air_conditioner	2.2							7705
jkusko@kan-code.com	2	Tipsapopex WorldWide		Water Heater						Gas	11.8	120	5958
jkusko@kan-code.com	3	Surjubar Company	Renipinower	Water Heater						Gas	24.7	144	5994
jkusko@kan-code.com	4	Thrunipexentor		Air Handler	heater,heatpump		Gas	18.5	78.1				11595
jlabreche@kinnamplus.com	1	Tuptumar International	Zeenipegan	Air Handler	heater		Electric						7357
jlabreche@kinnamplus.com	2	Cipquestonax Holdings	Unkilaquan	Air Handler	heatpump			18.3	47.7				8930
jlabreche@kinnamplus.com	3	Barpickamentor	Tupwerpan	Water Heater						Electric	16.7	211	7811
jlabreche@xx-zobam.com	1	Parrobollazz	Inbanimover	Air Handler	heatpump			23.8	46.5				3744
jlabreche@xx-zobam.com	2	Unnipplentor International	Klirobanentor	Air Handler	heater,air_conditioner	2.1	Electric						6038
jlabreche@xx-zobam.com	3	Rapvenex Direct Corp.		Water Heater						Electric	17.4	146	3508
jlary@fasehatice.com	1	Resapollower Holdings	Zeetanin	Water Heater						Electric	88.8	144	13363
jlatzke@zotware.com	1	Barnipistor	Trudiman	Air Handler	heatpump			22.9	44.9				14943
jlawler@zoomit.com	1	Kliwerpedax Holdings Group	Endhupepar	Water Heater						Thermosolar	39.4		5976
jlawler@zoomit.com	2	Grocadan WorldWide Company		Air Handler	air_conditioner	3.5							7053
jlawler@zoomit.com	3	Partanommower	Inmunefentor	Air Handler	air_conditioner	1.6							6082
jlawler@zoomit.com	4	Winbanin Holdings Inc	Dopbanazz	Air Handler	air_conditioner	1.3							7084
jlayous@donquadtech.com	1	Inkilex	Trujubower	Water Heater						Gas	107.5	117	13381
jlayous@zencorporation.com	1	Tiphupex Direct	Gromunistor	Air Handler	heatpump			18.1	44.7				4120
jlayous@zencorporation.com	2	Inpebax Direct		Air Handler	heatpump			18.2	68.9				3996
jlayous@zencorporation.com	3	Barsipicar Holdings Inc		Air Handler	heater		Electric						5137
jlayous@zencorporation.com	4	Zeetinexower International	Lomtumex	Air Handler	heatpump			20.8	50.5				4561
jlietz@hatfan.com	1	Zeedimefantor International Company		Water Heater						Gas	45.2	116	13916
jlietz@plexzap.com	1	Monglibantor WorldWide Group	Aderazz	Air Handler	heatpump			21.5	36.7				6589
jlietz@plexzap.com	2	Frojubupax Corp.		Air Handler	air_conditioner	4.4							7506
jlietz@plexzap.com	3	Tupquestentor	Klinipollax	Air Handler	air_conditioner	16.8							12319
jlindall@ron-tech.com	1	Bartumanar Direct		Air Handler	heatpump			27.0	30.9				5443
jlindall@ron-tech.com	2	Adpickar International		Air Handler	heatpump			23.8	24.2				6355
jlindall@ron-tech.com	3	Emglibistor WorldWide Group	Rezapedax	Water Heater						Thermosolar	27.5		5592
jlindall@ron-tech.com	4	Dopvenonazz WorldWide	Tupcadicicator	Air Handler	heatpump			23.6	39.5				5526
jlindall@ron-tech.com	5	Qwiwerover WorldWide Company		Air Handler	heater		Gas						5134
jlindall@ron-tech.com	6	Trujubicator Company	Unwerpicentor	Air Handler	air_conditioner	1.3							7202
jlindall@ron-tech.com	7	Unmunexover Holdings	Froweregover	Water Heater						Electric	46.4	211	6344
jlipkin@doncon.com	1	Emdimar Direct	Winjubantor	Water Heater						Electric	41.4	222	2849
jlipkin@doncon.com	2	Grotinackover WorldWide	Ciptanistor	Air Handler	heater		Electric						2462
jlipkin@doncon.com	3	Adcadackor Direct Company		Air Handler	heater		Electric						2851
jlipkin@opentech.com	1	Thruvenommazz Group		Water Heater						Gas	26.2		21013
jlizama@conecom.com	1	Tipjubepover	Grodudex	Air Handler	air_conditioner	5.2							13047
jlizama@conecom.com	2	Montanar Holdings Company	Tipnipazz	Water Heater						Heat Pump	58.9	92	12051
jlizama@conecom.com	3	Qwizaponover	Suptumor	Air Handler	air_conditioner	3.5							15421
jlizama@conecom.com	4	Empickadin	Inbanaman	Water Heater						Gas	68.2	98	13756
jlouissant@finjob.com	1	Monhupefantor WorldWide	Qwisipan	Air Handler	air_conditioner	6.7							8729
jlukasik@blackzim.com	1	Supzapollex	Supbanover	Water Heater						Gas	58.0	233	6198
jlukasik@blackzim.com	2	Retumanentor Inc	Winveniman	Air Handler	heatpump,air_conditioner	3.3		22.4	47.1				9090
jlukasik@blackzim.com	3	Unpebaquover Holdings		Air Handler	heatpump			12.7	50.9				5894
jlungren@faxquote.com	1	Remunegan Holdings	Qwitumonan	Air Handler	heater		Electric						3740
jlungren@faxquote.com	2	Lomkilex Holdings Inc	Qwicadplan	Air Handler	heater,heatpump		Electric	29.2	33.0				7832
jlungren@faxquote.com	3	Indudedgan Holdings	Undimin	Air Handler	heatpump			16.5	61.9				5263
jlungren@isdom.com	1	Zeedimantor International	Varrobinicator	Air Handler	heatpump			28.4	28.6				13457
jlungren@opentech.com	1	Rapsipupor International Company	Incadopazz	Air Handler	air_conditioner	2.7							6777
jmaclead@blackzim.com	1	Pardudaquower Group	Tupwerimover	Air Handler	air_conditioner	0.7							2399
jmaclead@labdrill.com	1	Reerommin Holdings	Klidimplor	Air Handler	heatpump			22.6	35.8				12535
jmai@finhigh.com	1	Winfropanover International	Parpebonin	Air Handler	air_conditioner	1.7							9653
jmai@finhigh.com	2	Barbanupantor WorldWide	Thrusapax	Water Heater						Gas	12.2	119	9584
jmai@finhigh.com	3	Parcadimower Group	Upzapedgin	Air Handler	heater		Electric						7936
jmai@finhigh.com	4	Montanaman Holdings		Air Handler	heater		Electric						7997
jmai@finhigh.com	5	Vartanover	Dopnipedazz	Air Handler	air_conditioner	12.1							7503
jmai@finhigh.com	6	Insipexicator WorldWide Corp.	Emrobplax	Air Handler	heater		Electric						9787
jmai@finhigh.com	7	Supbanefower Holdings Corp.	Truvenackower	Water Heater						Electric	29.9	136	10356
jmai@finhigh.com	8	Haprobicator	Wintumax	Air Handler	heater		Electric						7393
jmai@finhigh.com	9	Recadamentor WorldWide	Frodudadover	Air Handler	air_conditioner	2.5							9216
jmai@opentech.com	1	Truzapicar Direct Corp.	Inglibollar	Air Handler	air_conditioner	1.9							6047
jmai@opentech.com	2	Thruvenimentor WorldWide	Upjubinor	Air Handler	heatpump			17.7	56.3				6334
jmai@opentech.com	3	Rapvenefentor Corp.	Empickedentor	Air Handler	heatpump			16.8	51.8				7739
jmai@opentech.com	4	Rerobazz	Suptinedistor	Air Handler	air_conditioner	2.2							6215
jmaillard@ganjaflex.com	1	Rewerpan WorldWide Company	Emdimommar	Air Handler	air_conditioner	9.7							6946
